[individuals]
496
[dimensions]
3
[landmarks]
119
[rawpoints]
'#1 Gca_F_B_SMF_4509
1.132044e+01 1.044475e+01 4.969093e+01
9.740498e+00 1.174357e+01 4.873221e+01
7.823678e+00 1.275425e+01 4.809467e+01
5.574059e+00 1.295495e+01 4.806098e+01
4.738923e+00 6.487754e+00 6.465199e+01
4.117955e+00 9.159945e+00 6.408351e+01
3.018454e+00 1.134083e+01 6.271094e+01
1.862645e+00 1.297162e+01 6.074777e+01
1.554730e+00 1.542125e+01 5.858451e+01
1.495394e+00 1.702760e+01 5.572244e+01
4.352596e-01 1.472959e+01 5.363173e+01
1.131634e+01 -5.981183e+00 4.643635e+01
6.500200e+00 -5.292675e+00 4.715211e+01
1.716193e+00 -4.633114e+00 4.790491e+01
-2.896001e+00 -4.781724e+00 4.944944e+01
-4.020195e+00 -3.186271e+00 5.418890e+01
-5.553565e+00 -2.811056e+00 5.903898e+01
-5.122097e+00 -1.846882e+00 6.405723e+01

'#123 Gga_M_C_AMNH_M_165051
-1.220917e+01 -1.207213e+01 5.417609e+01
-1.171884e+01 -1.156727e+01 5.843439e+01
-1.552961e+01 3.082952e+00 5.526905e+01
-1.442854e+01 3.873101e+00 5.758237e+01
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
-5.104604e+00 -2.132020e+01 5.515694e+01
1.786755e+00 -2.497050e+01 5.214003e+01
2.652030e+00 -2.567465e+01 5.545502e+01
NA NA NA
1.531310e+00 -1.947058e+01 5.160901e+01
NA NA NA
2.328982e+00 -1.946773e+01 5.601280e+01
-3.031151e+00 -3.165209e+01 5.250362e+01
-2.223890e+00 -3.142379e+01 5.721782e+01
-7.402554e+00 -1.654339e+01 5.122682e+01
-8.226202e+00 -1.685539e+01 5.306056e+01
-5.081361e+00 -1.679995e+01 5.942766e+01
-6.973729e+00 -1.669387e+01 5.798925e+01
-1.605062e+01 -3.921063e+00 5.454547e+01
-1.472547e+01 -7.139257e+00 5.531233e+01
-1.491089e+01 -6.496039e+00 5.644456e+01
-1.448383e+01 -7.430909e+00 5.665068e+01
-1.492560e+01 -6.671662e+00 5.706335e+01
-1.442715e+01 -7.160080e+00 5.816496e+01
-1.538920e+01 -3.777148e+00 5.914701e+01
-9.885129e+00 1.567084e+00 5.061769e+01
-8.283826e+00 1.513974e+00 5.995146e+01
-1.157262e+01 3.716806e+00 5.304651e+01
-1.047118e+01 3.361680e+00 5.873233e+01
-1.644626e+01 5.351432e+00 4.515213e+01
-1.248100e+01 5.791724e+00 6.757127e+01
-2.575487e+01 1.063842e+01 5.397383e+01
-2.384840e+01 1.114383e+01 6.276442e+01
-2.129189e+01 1.152806e+01 4.992460e+01
-1.896178e+01 1.154599e+01 6.467802e+01
-2.460351e+01 1.329509e+01 5.802117e+01
-2.302366e+01 1.757454e+01 5.777805e+01
3.149108e+00 -1.972485e+01 5.373491e+01
2.613797e+00 -1.199868e+01 5.340437e+01
3.243351e+00 -4.278944e+00 5.309409e+01
3.537076e+00 3.465352e+00 5.291470e+01
7.557470e-01 7.639658e+00 5.364753e+01
-1.120885e+00 1.231902e+01 5.417638e+01
-3.568010e+00 1.674189e+01 5.456062e+01
-6.572960e+00 2.079565e+01 5.483369e+01
-1.150966e+01 2.113478e+01 5.585839e+01
-1.578284e+01 2.380427e+01 5.624491e+01
-9.272284e+00 3.396222e+00 4.142848e+01
-8.636393e+00 7.245080e+00 4.333910e+01
-7.451910e+00 1.123763e+01 4.457468e+01
-6.267724e+00 1.540158e+01 4.493277e+01
-3.186982e+00 2.154923e+01 4.566058e+01
-1.043649e-03 2.768617e+01 4.564051e+01
2.469592e+00 3.386100e+01 4.753356e+01
-5.654887e-01 2.796880e+01 4.863239e+01
-3.049220e+00 2.195173e+01 5.029450e+01
-3.568010e+00 1.674189e+01 5.456062e+01
-4.591349e-01 2.200145e+01 5.928891e+01
3.109748e+00 2.852518e+01 6.155495e+01
4.772472e+00 3.566460e+01 6.414280e+01
3.891705e+00 2.844284e+01 6.501281e+01
-1.801346e-01 2.237879e+01 6.443690e+01
-2.950192e+00 1.560388e+01 6.477370e+01
-4.050784e+00 1.156346e+01 6.533855e+01
-4.692349e+00 7.681941e+00 6.688039e+01
-4.683717e+00 3.863187e+00 6.868910e+01
-1.781483e+01 1.949657e+01 5.035960e+01
-1.722809e+01 2.098340e+01 5.043017e+01
-1.664483e+01 2.240914e+01 5.086259e+01
-1.608991e+01 2.346057e+01 5.193329e+01
-1.589370e+01 2.361338e+01 5.337437e+01
-1.586211e+01 2.379174e+01 5.482550e+01
-1.578284e+01 2.380427e+01 5.624491e+01
-1.548508e+01 2.386918e+01 5.780651e+01
-1.515097e+01 2.376195e+01 5.931516e+01
-1.490823e+01 2.362151e+01 6.083841e+01
-1.508227e+01 2.284117e+01 6.232407e+01
-1.537076e+01 2.133385e+01 6.302494e+01
-1.555455e+01 1.968516e+01 6.333256e+01
-7.833436e+00 1.744341e+00 4.218651e+01
-7.152700e+00 3.040152e-02 4.290329e+01
-6.859148e+00 -1.841830e+00 4.347192e+01
-7.054883e+00 -3.333810e+00 4.475658e+01
-8.966937e+00 -3.661968e+00 4.623504e+01
-1.135642e+01 -3.338072e+00 4.660101e+01
-1.277081e+01 -2.881167e+00 4.466704e+01
-3.411091e+00 2.105478e+00 6.771324e+01
-3.049988e+00 3.508630e-01 6.676967e+01
-2.991698e+00 -1.484572e+00 6.591692e+01
-3.759717e+00 -3.022392e+00 6.484711e+01
-5.935143e+00 -3.766159e+00 6.434982e+01
-7.965774e+00 -3.273772e+00 6.543049e+01
-9.108603e+00 -2.301057e+00 6.724178e+01
-1.822454e+01 -4.405437e+00 5.014568e+01
-1.774766e+01 -7.414940e+00 4.965527e+01
-1.687597e+01 -1.034495e+01 4.922991e+01
-1.513139e+01 -1.283523e+01 4.975910e+01
-1.362200e+01 -1.468379e+01 5.015671e+01
-1.182402e+01 -1.614519e+01 5.084182e+01
-9.824701e+00 -1.724156e+01 5.165995e+01
-1.583453e+01 -4.259076e+00 6.422177e+01
-1.465789e+01 -7.754314e+00 6.503523e+01
-1.298888e+01 -1.104613e+01 6.423389e+01
-1.122440e+01 -1.409245e+01 6.286637e+01
-1.033430e+01 -1.556242e+01 6.241696e+01
-9.471010e+00 -1.652683e+01 6.120051e+01
-8.367537e+00 -1.716590e+01 5.996405e+01
-9.272284e+00 3.396222e+00 4.142848e+01
-4.079867e+00 3.263774e+00 4.411729e+01
-2.858961e-01 2.961905e+00 4.854299e+01
3.537076e+00 3.465352e+00 5.291470e+01
1.693230e+00 3.287092e+00 5.869130e+01
-4.784202e-01 3.723700e+00 6.433858e+01
-4.683717e+00 3.863187e+00 6.868910e+01

'#124 Gga_M_C_SAM_ZM_39527
-8.256693e+00 1.411427e+00 6.112957e+01
-7.107854e+00 5.255829e-01 6.547503e+01
-5.935524e+00 1.542595e+01 6.343506e+01
-5.615975e+00 1.566172e+01 6.502222e+01
-6.114033e+00 -2.566286e+01 6.077003e+01
-6.190376e+00 -2.582935e+01 6.128517e+01
-5.879980e+00 -2.307323e+01 5.982256e+01
-5.190848e+00 -1.376253e+01 6.008514e+01
-5.733222e+00 -2.311308e+01 6.209737e+01
-4.758926e+00 -1.363154e+01 6.289205e+01
-4.518888e+00 -9.685430e+00 6.153829e+01
6.121101e-02 -1.430457e+01 5.896101e+01
9.614838e-01 -1.420524e+01 6.155754e+01
-1.916972e-01 -1.297095e+01 5.817138e+01
6.776691e-01 -9.772171e+00 5.840208e+01
8.445816e-01 -1.352089e+01 6.261501e+01
1.397961e+00 -1.018620e+01 6.239697e+01
-5.743384e+00 -1.876133e+01 5.907131e+01
-5.241029e+00 -1.906926e+01 6.327159e+01
-4.936850e+00 -5.279950e+00 5.805427e+01
-6.038757e+00 -5.268590e+00 5.961555e+01
-3.400026e+00 -6.083433e+00 6.584418e+01
-4.782741e+00 -5.897285e+00 6.491899e+01
-9.215254e+00 8.900721e+00 6.199325e+01
-8.951715e+00 5.362532e+00 6.272763e+01
-8.768375e+00 5.591069e+00 6.356197e+01
-8.055747e+00 5.234905e+00 6.388440e+01
-8.387795e+00 5.603480e+00 6.432465e+01
-8.093493e+00 5.253129e+00 6.499545e+01
-8.043077e+00 8.384317e+00 6.635881e+01
-2.407231e+00 1.126747e+01 5.911089e+01
-3.379524e-01 1.057511e+01 6.688705e+01
-2.932748e+00 1.324997e+01 6.039501e+01
-2.022158e+00 1.321001e+01 6.581413e+01
-7.306684e+00 1.595767e+01 5.355331e+01
-2.677192e+00 1.408441e+01 7.431995e+01
-1.295255e+01 2.418597e+01 6.184972e+01
-1.154481e+01 2.384523e+01 6.981804e+01
-8.931318e+00 2.300103e+01 5.864415e+01
-6.587402e+00 2.205968e+01 7.109731e+01
-1.071624e+01 2.559426e+01 6.562347e+01
-7.639430e+00 2.846406e+01 6.525786e+01
2.162823e+00 -1.058667e+01 6.022686e+01
3.973584e+00 -4.699031e+00 6.053468e+01
6.433284e+00 9.568481e-01 6.055043e+01
8.161984e+00 6.871953e+00 6.030233e+01
7.658605e+00 1.144646e+01 6.157788e+01
7.063119e+00 1.618393e+01 6.165184e+01
6.398784e+00 2.091297e+01 6.167947e+01
4.403178e+00 2.414305e+01 6.238177e+01
1.844601e+00 2.697236e+01 6.297960e+01
2.171872e-01 3.045738e+01 6.331849e+01
-1.588396e+00 1.285497e+01 5.041320e+01
3.025527e-01 1.536676e+01 5.248869e+01
2.547711e+00 1.819704e+01 5.355682e+01
5.092420e+00 2.090805e+01 5.416280e+01
8.272158e+00 2.408081e+01 5.521609e+01
1.204878e+01 2.668502e+01 5.570701e+01
1.542133e+01 2.982218e+01 5.597275e+01
1.193027e+01 2.681856e+01 5.716319e+01
9.292532e+00 2.313270e+01 5.860601e+01
6.398784e+00 2.091297e+01 6.167947e+01
9.668028e+00 2.334861e+01 6.449300e+01
1.296685e+01 2.652171e+01 6.630565e+01
1.621486e+01 3.021576e+01 6.650845e+01
1.348790e+01 2.696148e+01 6.732603e+01
1.098855e+01 2.354147e+01 6.819247e+01
8.483594e+00 2.013798e+01 6.910767e+01
6.456334e+00 1.697245e+01 7.026952e+01
4.790396e+00 1.383927e+01 7.196893e+01
3.651936e+00 1.083176e+01 7.423588e+01
-3.231442e+00 2.807876e+01 5.872775e+01
-2.655039e+00 2.937610e+01 5.888098e+01
-1.617961e+00 3.020916e+01 5.939978e+01
-7.850628e-01 3.057354e+01 6.050085e+01
-4.036024e-01 3.062243e+01 6.142221e+01
-5.756900e-02 3.056816e+01 6.235715e+01
2.171872e-01 3.045738e+01 6.331849e+01
4.175987e-01 3.042929e+01 6.449828e+01
5.642733e-01 3.036225e+01 6.568922e+01
6.216423e-01 3.017799e+01 6.687543e+01
3.636465e-01 2.955457e+01 6.802377e+01
-1.369416e-01 2.866734e+01 6.888171e+01
-8.424978e-01 2.764595e+01 6.936433e+01
-5.120907e-01 1.118905e+01 5.064014e+01
-4.177924e-01 9.240163e+00 5.136340e+01
-8.756188e-01 7.329856e+00 5.204989e+01
-1.568889e+00 5.789789e+00 5.326545e+01
-3.523707e+00 5.654538e+00 5.441527e+01
-5.526147e+00 6.724977e+00 5.433364e+01
-6.532301e+00 8.431768e+00 5.322182e+01
4.389652e+00 9.221014e+00 7.297626e+01
4.060207e+00 7.553082e+00 7.211528e+01
3.290477e+00 5.874212e+00 7.164564e+01
2.218232e+00 4.650886e+00 7.065285e+01
2.384923e-01 4.285121e+00 7.052080e+01
-1.387892e+00 4.940572e+00 7.151884e+01
-2.158206e+00 6.406659e+00 7.267112e+01
-1.092237e+01 9.457449e+00 5.819941e+01
-1.160862e+01 6.825330e+00 5.698288e+01
-1.152416e+01 3.871148e+00 5.671276e+01
-1.051604e+01 1.113991e+00 5.719607e+01
-9.729769e+00 -1.188079e+00 5.746913e+01
-8.697176e+00 -3.361291e+00 5.792043e+01
-7.285823e+00 -5.152316e+00 5.881082e+01
-7.873909e+00 8.383074e+00 7.084726e+01
-8.555809e+00 5.763892e+00 7.125934e+01
-8.546544e+00 2.776591e+00 7.135233e+01
-7.722918e+00 3.049315e-01 7.016233e+01
-7.157990e+00 -1.931837e+00 6.908689e+01
-6.572269e+00 -4.104742e+00 6.789736e+01
-5.634415e+00 -5.688850e+00 6.613953e+01
-1.588396e+00 1.285497e+01 5.041320e+01
2.372323e+00 1.025953e+01 5.265458e+01
4.858306e+00 7.463407e+00 5.626974e+01
8.161984e+00 6.871953e+00 6.030233e+01
7.029612e+00 7.587731e+00 6.526083e+01
6.153159e+00 8.902929e+00 7.019328e+01
3.651936e+00 1.083176e+01 7.423588e+01

'#125 Gga_M_E_NAM_ING_2852
4.187504e+00 -4.062253e+00 5.633963e+01
-3.533829e-01 -2.782692e+00 5.510784e+01
4.643486e+00 1.226423e+01 6.001362e+01
2.913045e+00 1.269328e+01 5.949768e+01
-2.247899e+00 -3.679632e+01 5.439892e+01
-4.007831e+00 -3.649577e+01 5.390560e+01
-7.975910e-01 -3.340175e+01 5.515153e+01
NA NA NA
-4.957634e+00 -3.266573e+01 5.419119e+01
NA NA NA
-1.163312e+00 -1.531334e+01 5.836568e+01
-1.836269e+00 -2.526917e+01 6.358552e+01
-6.089372e+00 -2.457106e+01 6.222740e+01
-7.365948e-01 -2.277723e+01 6.366701e+01
-4.446976e-01 -1.887483e+01 6.546928e+01
-6.083045e+00 -2.210236e+01 6.242435e+01
-6.187785e+00 -1.792636e+01 6.393032e+01
7.037560e-02 -2.972101e+01 5.585648e+01
-5.121953e+00 -2.696303e+01 5.463805e+01
4.651337e+00 -1.139660e+01 6.007817e+01
3.232346e+00 -1.107621e+01 5.852525e+01
-5.211123e+00 -1.018071e+01 5.779690e+01
-2.867013e+00 -9.960760e+00 5.650708e+01
6.169142e+00 5.383056e+00 5.610713e+01
4.398086e+00 1.086096e+00 5.576443e+01
3.619317e+00 2.081345e+00 5.549589e+01
3.198797e+00 2.343361e+00 5.539914e+01
2.712680e+00 2.390054e+00 5.526437e+01
1.684589e+00 1.843784e+00 5.491357e+01
1.401654e+00 6.521429e+00 5.442072e+01
6.327788e+00 6.457120e+00 6.591721e+01
-3.497211e+00 8.561021e+00 6.340416e+01
5.483736e+00 9.323695e+00 6.486424e+01
-5.357605e-01 1.106547e+01 6.280602e+01
1.512469e+01 1.050690e+01 6.467338e+01
-8.076048e+00 1.543594e+01 5.813293e+01
1.222796e+01 2.282574e+01 5.599205e+01
3.962433e+00 2.489145e+01 5.309343e+01
1.439775e+01 2.049756e+01 6.191392e+01
-1.788822e+00 2.402041e+01 5.731544e+01
7.686280e+00 2.618628e+01 5.716858e+01
7.205863e+00 2.903053e+01 6.118199e+01
-3.282854e+00 -1.785876e+01 6.598637e+01
-2.346606e+00 -1.163558e+01 6.938326e+01
-2.683326e+00 -5.582152e+00 7.317647e+01
-3.157016e+00 3.188992e-01 7.718882e+01
-1.915077e+00 6.488412e+00 7.699445e+01
-7.106549e-01 1.266611e+01 7.682519e+01
5.423647e-01 1.883609e+01 7.687898e+01
2.071036e+00 2.334460e+01 7.548607e+01
3.978283e+00 2.657024e+01 7.223563e+01
5.841529e+00 3.089043e+01 7.066463e+01
1.476045e+01 4.756292e+00 7.076541e+01
1.291254e+01 7.673240e+00 7.242912e+01
1.108488e+01 1.046901e+01 7.430942e+01
1.014958e+01 1.312855e+01 7.690614e+01
8.953629e+00 1.752614e+01 8.149964e+01
8.269398e+00 2.158091e+01 8.649588e+01
5.567657e+00 2.599757e+01 9.037701e+01
4.331508e+00 2.353704e+01 8.544689e+01
4.384381e+00 2.080563e+01 8.050452e+01
5.423647e-01 1.883609e+01 7.687898e+01
-3.415124e+00 2.287984e+01 7.876173e+01
-5.084773e+00 2.688891e+01 8.313202e+01
-8.374430e+00 2.972747e+01 8.750018e+01
-1.076829e+01 2.794785e+01 8.382104e+01
-8.818548e+00 2.342932e+01 7.773860e+01
-8.950830e+00 1.912286e+01 7.316933e+01
-9.537506e+00 1.609383e+01 6.970840e+01
-1.104192e+01 1.304146e+01 6.655922e+01
-1.332123e+01 1.014010e+01 6.375126e+01
1.231739e+01 2.629308e+01 6.896045e+01
1.241485e+01 2.787639e+01 6.968431e+01
1.175257e+01 2.908810e+01 7.074899e+01
1.037037e+01 3.007251e+01 7.114987e+01
8.910449e+00 3.057138e+01 7.110999e+01
7.378091e+00 3.074507e+01 7.104991e+01
5.841529e+00 3.089043e+01 7.066463e+01
4.288803e+00 3.159782e+01 7.008862e+01
2.810230e+00 3.226035e+01 6.923228e+01
1.231070e+00 3.252483e+01 6.834082e+01
-1.586867e-01 3.209542e+01 6.724113e+01
-8.699877e-01 3.096534e+01 6.599921e+01
-1.257301e+00 2.951169e+01 6.496856e+01
1.369219e+01 3.000691e+00 7.141100e+01
1.233660e+01 1.575172e+00 7.103619e+01
1.130657e+01 1.024971e-01 7.015289e+01
1.020074e+01 -7.806583e-01 6.873613e+01
9.806335e+00 -1.542021e-01 6.642562e+01
1.073013e+01 1.218409e+00 6.465118e+01
1.301836e+01 1.913185e+00 6.424126e+01
-1.274112e+01 8.911161e+00 6.387526e+01
-1.207082e+01 6.906018e+00 6.422036e+01
-1.160832e+01 4.851840e+00 6.382616e+01
-1.025672e+01 3.342586e+00 6.313033e+01
-8.738131e+00 3.508001e+00 6.132498e+01
-8.529073e+00 4.571636e+00 5.922303e+01
-9.136948e+00 6.456148e+00 5.793002e+01
1.152262e+01 3.392710e+00 5.675510e+01
1.146941e+01 4.462019e-01 5.596404e+01
1.079688e+01 -2.485736e+00 5.545348e+01
9.365391e+00 -5.170273e+00 5.568668e+01
8.127194e+00 -7.384759e+00 5.594873e+01
6.694843e+00 -9.428671e+00 5.647535e+01
4.833541e+00 -1.089863e+01 5.741368e+01
-3.692532e+00 6.532886e+00 5.208713e+01
-4.576921e+00 3.637857e+00 5.124308e+01
-5.041021e+00 5.302561e-01 5.118693e+01
-4.770579e+00 -2.504685e+00 5.195634e+01
-4.820712e+00 -4.881604e+00 5.247752e+01
-4.640368e+00 -7.127990e+00 5.339682e+01
-4.125543e+00 -9.081130e+00 5.475471e+01
1.476045e+01 4.756292e+00 7.076541e+01
9.369233e+00 2.398641e+00 7.384729e+01
2.984463e+00 8.050974e-01 7.475060e+01
-3.157016e+00 3.188992e-01 7.718882e+01
-6.762697e+00 3.039828e+00 7.240651e+01
-1.078030e+01 6.585308e+00 6.861098e+01
-1.332123e+01 1.014010e+01 6.375126e+01

'#126 Gga_M_E_NAM_ING_2971
1.797844e-01 3.735961e+00 4.794846e+01
5.064245e+00 3.855449e+00 4.877984e+01
2.265054e+00 -1.046828e+01 5.290837e+01
4.441955e+00 -1.003734e+01 5.341379e+01
-6.434757e-01 3.609396e+01 4.433283e+01
1.044932e+00 3.629725e+01 4.466179e+01
-1.372801e+00 3.303883e+01 4.530025e+01
-7.614558e-01 2.457636e+01 4.766625e+01
2.212119e+00 3.331634e+01 4.601240e+01
2.182960e+00 2.389815e+01 4.868864e+01
9.783865e-01 1.648826e+01 5.018650e+01
-2.048621e+00 2.602513e+01 5.436656e+01
1.112202e+00 2.668269e+01 5.444145e+01
-3.142684e+00 2.276184e+01 5.538879e+01
-3.983232e+00 1.826980e+01 5.768390e+01
2.479512e+00 2.334933e+01 5.643931e+01
3.352109e+00 1.907239e+01 5.855814e+01
-1.845162e+00 2.993324e+01 4.561170e+01
2.985507e+00 3.068453e+01 4.628526e+01
-2.708950e+00 1.082420e+01 5.030744e+01
-1.039491e+00 1.092161e+01 4.968783e+01
5.550271e+00 1.139993e+01 5.152436e+01
4.067320e+00 1.147379e+01 5.051768e+01
1.368243e+00 -5.222701e+00 4.788052e+01
2.006832e+00 -1.345466e+00 4.789679e+01
2.821172e+00 -1.709126e+00 4.798766e+01
3.341860e+00 -1.896269e+00 4.794106e+01
3.666684e+00 -1.679721e+00 4.819548e+01
4.443007e+00 -1.181514e+00 4.840058e+01
5.738806e+00 -4.852686e+00 4.844442e+01
-2.458787e+00 -7.783002e+00 5.669873e+01
7.052917e+00 -6.509978e+00 5.808517e+01
-6.728882e-01 -1.040670e+01 5.628410e+01
6.149037e+00 -9.522844e+00 5.730037e+01
-8.266188e+00 -1.423896e+01 5.159092e+01
1.538632e+01 -1.219834e+01 5.540697e+01
2.333633e-01 -2.487174e+01 4.633369e+01
1.058043e+01 -2.379821e+01 4.791307e+01
NA NA NA
NA NA NA
5.153758e+00 -2.588587e+01 4.881172e+01
4.774368e+00 -2.897121e+01 5.265322e+01
-2.321152e-01 1.967621e+01 5.956636e+01
-5.868354e-02 1.168483e+01 6.288783e+01
-7.107678e-02 4.732612e+00 6.804527e+01
-4.454777e-01 -2.514014e+00 7.276477e+01
3.855339e-01 -8.548949e+00 7.130800e+01
6.611870e-01 -1.478920e+01 7.177320e+01
1.474657e+00 -2.096435e+01 7.111096e+01
2.246096e+00 -2.548474e+01 6.993794e+01
2.717933e+00 -2.724413e+01 6.556903e+01
3.438471e+00 -3.126462e+01 6.317684e+01
-1.414401e+01 -8.588919e+00 5.753975e+01
-1.209879e+01 -1.164322e+01 5.960140e+01
-1.015711e+01 -1.419285e+01 6.233847e+01
-1.013639e+01 -1.677897e+01 6.566605e+01
-1.104788e+01 -2.101159e+01 7.232286e+01
-1.075770e+01 -2.585721e+01 7.860695e+01
-8.617444e+00 -2.951143e+01 8.532443e+01
-4.952062e+00 -2.699931e+01 8.032021e+01
-3.208278e+00 -2.440007e+01 7.440454e+01
1.474657e+00 -2.096435e+01 7.111096e+01
4.710304e+00 -2.309979e+01 7.585423e+01
3.852456e+00 -2.614562e+01 8.112783e+01
6.178819e+00 -2.731735e+01 8.668600e+01
9.184884e+00 -2.292146e+01 8.213465e+01
1.133981e+01 -1.935724e+01 7.650170e+01
1.242466e+01 -1.554128e+01 7.072769e+01
1.344177e+01 -1.269572e+01 6.684066e+01
1.533030e+01 -9.090014e+00 6.407043e+01
1.840222e+01 -5.621117e+00 6.240556e+01
-4.007506e+00 -2.845043e+01 5.711170e+01
-2.939127e+00 -2.988546e+01 5.889772e+01
-3.149624e+00 -3.114790e+01 6.107772e+01
-1.744455e+00 -3.218145e+01 6.290734e+01
-3.119568e-02 -3.217569e+01 6.340009e+01
1.687150e+00 -3.171957e+01 6.326885e+01
3.438471e+00 -3.126462e+01 6.317684e+01
5.246179e+00 -3.138294e+01 6.383350e+01
7.071895e+00 -3.143297e+01 6.453456e+01
8.878443e+00 -3.073842e+01 6.424992e+01
1.006157e+01 -2.968089e+01 6.296531e+01
1.069634e+01 -2.889400e+01 6.119149e+01
1.194478e+01 -2.754394e+01 6.030430e+01
-1.249106e+01 -5.865435e+00 5.831198e+01
-1.170285e+01 -4.207726e+00 5.816132e+01
-1.080255e+01 -2.644968e+00 5.778822e+01
-9.565888e+00 -1.757343e+00 5.675154e+01
-8.272488e+00 -2.015583e+00 5.501874e+01
-8.413774e+00 -3.177826e+00 5.318270e+01
-9.240511e+00 -4.865843e+00 5.208311e+01
1.642214e+01 -3.660522e+00 6.274053e+01
1.503519e+01 -2.259730e+00 6.246409e+01
1.386547e+01 -8.913903e-01 6.161459e+01
1.261695e+01 5.216045e-02 6.038451e+01
1.194917e+01 -1.077587e-02 5.845523e+01
1.270378e+01 -6.675805e-01 5.667443e+01
1.393931e+01 -2.008151e+00 5.575317e+01
-2.959058e+00 -6.055545e+00 4.513935e+01
-4.095284e+00 -3.528783e+00 4.327574e+01
-4.064614e+00 -2.316823e-01 4.379958e+01
-4.026940e+00 3.045025e+00 4.444093e+01
-3.670393e+00 5.077511e+00 4.498788e+01
-3.301145e+00 7.066446e+00 4.566994e+01
-2.733653e+00 8.888300e+00 4.662712e+01
1.124326e+01 -4.270579e+00 4.744995e+01
1.139196e+01 -1.518572e+00 4.681254e+01
1.118122e+01 1.286805e+00 4.651565e+01
1.038315e+01 3.990188e+00 4.675440e+01
9.417650e+00 6.214821e+00 4.719898e+01
8.353136e+00 8.341644e+00 4.784856e+01
6.812391e+00 9.956317e+00 4.889639e+01
-1.414401e+01 -8.588919e+00 5.753975e+01
-9.938581e+00 -6.182736e+00 6.276857e+01
-4.925935e+00 -4.426596e+00 6.753603e+01
-4.454777e-01 -2.514014e+00 7.276477e+01
5.733438e+00 -4.358783e+00 6.931248e+01
1.245853e+01 -4.950505e+00 6.657543e+01
1.840222e+01 -5.621117e+00 6.240556e+01

'#127 Gga_M_E_NAM_NYA_5
8.816645e+00 -1.362528e+01 6.564661e+01
7.133459e+00 -1.282393e+01 7.055804e+01
-6.868096e+00 -9.879971e+00 6.181492e+01
-7.388776e+00 -9.633297e+00 6.358204e+01
3.923211e+01 -1.283632e+01 7.558369e+01
3.843539e+01 -1.230326e+01 7.778075e+01
3.652757e+01 -1.243665e+01 7.379004e+01
NA NA NA
3.534122e+01 -1.141884e+01 7.774862e+01
NA NA NA
2.052744e+01 -9.309192e+00 7.073046e+01
2.829706e+01 -4.321019e+00 6.982371e+01
2.731478e+01 -3.184655e+00 7.338422e+01
2.657173e+01 -4.593287e+00 6.860138e+01
2.467080e+01 -3.644793e+00 6.750744e+01
2.564009e+01 -3.608505e+00 7.411432e+01
2.269033e+01 -1.932591e+00 7.285247e+01
3.322080e+01 -1.250303e+01 7.203548e+01
3.161322e+01 -1.095258e+01 7.748248e+01
1.658413e+01 -1.062654e+01 6.504106e+01
1.602502e+01 -1.113473e+01 6.649818e+01
1.477665e+01 -7.765649e+00 7.374190e+01
1.440764e+01 -9.045172e+00 7.268398e+01
3.884095e-01 -1.472492e+01 6.359827e+01
4.114021e+00 -1.427421e+01 6.544240e+01
3.315572e+00 -1.388495e+01 6.619008e+01
3.257800e+00 -1.395325e+01 6.668004e+01
2.975127e+00 -1.374545e+01 6.731858e+01
3.200389e+00 -1.373312e+01 6.824680e+01
-1.274541e+00 -1.373298e+01 6.801088e+01
-1.355569e+00 -6.240094e+00 5.879979e+01
-3.526723e+00 -4.212752e+00 6.791075e+01
-4.593458e+00 -6.539187e+00 5.983339e+01
-6.269278e+00 -5.472088e+00 6.524835e+01
-5.576335e+00 -1.050539e+01 5.075428e+01
-1.163761e+01 -5.845481e+00 7.361236e+01
-1.776092e+01 -1.835404e+01 5.629861e+01
-1.985968e+01 -1.601689e+01 6.592339e+01
-1.457274e+01 -1.377823e+01 5.258396e+01
-1.884850e+01 -1.043726e+01 6.857335e+01
-2.064163e+01 -1.556798e+01 6.028587e+01
-2.424409e+01 -1.191057e+01 5.857317e+01
2.371660e+01 -1.508659e+00 6.992492e+01
1.659472e+01 1.475892e+00 6.743779e+01
9.949755e+00 5.251025e+00 6.471487e+01
2.928309e+00 8.277834e+00 6.200273e+01
-2.688601e+00 7.133990e+00 6.036742e+01
-8.361346e+00 6.780257e+00 5.857184e+01
-1.409074e+01 6.201125e+00 5.703243e+01
-1.880080e+01 4.809378e+00 5.613335e+01
-2.188354e+01 8.822627e-01 5.607355e+01
-2.595980e+01 -1.994067e+00 5.586738e+01
9.792649e-01 -4.533695e+00 4.871495e+01
-2.513833e+00 -2.793344e+00 4.936495e+01
-5.704284e+00 -4.673827e-01 4.961951e+01
-8.489879e+00 2.186460e+00 4.869697e+01
-1.305412e+01 7.707096e+00 4.681963e+01
-1.793764e+01 1.343986e+01 4.209476e+01
-2.193399e+01 1.749582e+01 4.337801e+01
-1.845935e+01 1.380371e+01 4.769867e+01
-1.592645e+01 8.720968e+00 5.118040e+01
-1.409074e+01 6.201125e+00 5.703243e+01
-1.864523e+01 9.463836e+00 5.995073e+01
-2.169914e+01 1.477809e+01 5.872958e+01
-2.588527e+01 1.935243e+01 5.794765e+01
-2.421910e+01 1.707688e+01 6.255618e+01
-1.928010e+01 1.133484e+01 6.514159e+01
-1.513019e+01 6.830850e+00 6.786626e+01
-1.218856e+01 4.191836e+00 6.990273e+01
