[individuals]
496
[dimensions]
3
[landmarks]
119
[rawpoints]
'#1 Gca_F_B_SMF_4509
7.194180e+00 2.273087e+01 6.523825e+01
7.223641e+00 2.190300e+01 6.642112e+01
6.791406e+00 2.074082e+01 6.704607e+01
6.165158e+00 1.953485e+01 6.733163e+01
5.535339e+00 1.831173e+01 6.751975e+01
4.568471e+00 6.359941e+00 4.303137e+01
4.385234e+00 4.367069e+00 4.311443e+01
4.122067e+00 2.401385e+00 4.339523e+01
3.436404e+00 9.036169e-01 4.453469e+01
1.589080e+00 7.328578e-01 4.607641e+01
-4.496597e-01 1.933530e+00 4.654610e+01
-1.613332e+00 4.043036e+00 4.642595e+01
1.109186e+01 -2.161828e+00 6.469635e+01
1.049292e+01 -3.513462e+00 6.313060e+01
9.450296e+00 -4.898395e+00 6.185297e+01
7.991737e+00 -5.751411e+00 6.051796e+01
5.948694e+00 -5.557664e+00 6.059913e+01
4.410569e+00 -4.826292e+00 6.174708e+01
3.505203e+00 -3.914855e+00 6.334957e+01
-6.096494e+00 2.040527e+00 5.078447e+01
-5.698156e+00 -2.132626e-01 4.931028e+01
-6.543395e+00 -2.706414e+00 4.858791e+01
-6.219953e+00 -5.257693e+00 4.768517e+01
-5.840165e+00 -7.419715e+00 4.725164e+01
-4.787687e+00 -9.345572e+00 4.681517e+01
-3.267159e+00 -1.097634e+01 4.700299e+01
-2.512043e+00 -2.808886e+00 6.263599e+01
-2.997988e+00 -5.379855e+00 6.201296e+01
-2.975630e+00 -7.821471e+00 6.088469e+01
-2.665275e+00 -1.000920e+01 5.935105e+01
-2.520332e+00 -1.203738e+01 5.785695e+01
-2.593009e+00 -1.417708e+01 5.652140e+01
-1.141670e+00 -1.412406e+01 5.445899e+01
2.730323e+00 8.736273e+00 4.410033e+01
7.737208e+00 5.709762e+00 4.472788e+01
1.132478e+01 2.054208e+00 4.743819e+01
1.507423e+01 -5.965340e-01 5.098990e+01
1.372162e+01 -1.728887e+00 5.621733e+01
1.281571e+01 -1.452529e+00 6.166655e+01
9.888934e+00 -5.933174e-01 6.626585e+01

'#323 Gtth_F_G_ZAM_LUA_10
-5.913444e+00 1.513797e+01 6.165325e+01
-6.606925e+00 1.461890e+01 5.733848e+01
-3.136600e+00 2.917424e+00 6.157139e+01
-3.369937e+00 2.686342e+00 6.014924e+01
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
-7.252969e+00 7.620208e+00 6.289321e+01
-6.575821e+00 1.119163e+01 6.172532e+01
-7.089520e+00 1.075639e+01 6.084243e+01
-7.496953e+00 1.034599e+01 6.040213e+01
-7.431609e+00 1.048842e+01 5.990867e+01
-7.275704e+00 1.088445e+01 5.885860e+01
-7.870940e+00 7.600548e+00 5.879901e+01
2.104829e+00 6.879514e+00 6.370959e+01
9.061487e-01 5.486802e+00 5.548455e+01
1.080351e+00 4.474487e+00 6.330188e+01
-1.858315e-01 3.220929e+00 5.764033e+01
-5.663697e-01 1.378181e+00 7.153095e+01
-3.671304e+00 -1.751615e+00 5.110754e+01
-7.354374e+00 -7.419453e+00 6.817857e+01
-8.847656e+00 -9.055521e+00 5.926860e+01
-3.580637e+00 -5.165507e+00 6.895966e+01
-5.788264e+00 -7.646468e+00 5.637177e+01
-7.214026e+00 -9.846654e+00 6.375760e+01
-4.002675e+00 -1.283183e+01 6.361874e+01
NA NA NA
NA NA NA
NA NA NA
1.239980e+01 9.698690e+00 5.775914e+01
1.117419e+01 5.077189e+00 5.853198e+01
1.093847e+01 2.872234e-01 5.920895e+01
1.135797e+01 -4.478527e+00 5.996349e+01
9.531328e+00 -8.279384e+00 6.081480e+01
6.552810e+00 -1.123332e+01 6.176883e+01
5.130172e+00 -1.519206e+01 6.266988e+01
4.614289e+00 6.224569e+00 7.207573e+01
6.487497e+00 4.340991e+00 7.041370e+01
7.948491e+00 2.055754e+00 6.884431e+01
1.012984e+01 -1.457782e-01 6.838214e+01
1.432180e+01 -2.500819e+00 6.584123e+01
1.740250e+01 -6.949270e+00 6.638461e+01
2.004696e+01 -1.164050e+01 6.714408e+01
1.678522e+01 -9.029161e+00 6.522289e+01
1.343197e+01 -6.331972e+00 6.360084e+01
1.135797e+01 -4.478527e+00 5.996349e+01
1.232883e+01 -7.701126e+00 5.699307e+01
1.526330e+01 -1.091902e+01 5.583746e+01
1.714981e+01 -1.475445e+01 5.441298e+01
1.506082e+01 -1.035002e+01 5.307801e+01
1.122993e+01 -7.072087e+00 5.272770e+01
8.102087e+00 -3.229696e+00 5.172923e+01
5.694306e+00 -9.676665e-01 5.107957e+01
3.498629e+00 7.558880e-01 4.919679e+01
9.321450e-01 2.159377e+00 4.752956e+01
3.041478e+00 -1.123688e+01 6.887877e+01
4.046785e+00 -1.250037e+01 6.845066e+01
5.042904e+00 -1.367527e+01 6.780434e+01
5.630258e+00 -1.453912e+01 6.650089e+01
5.632377e+00 -1.494570e+01 6.523009e+01
5.344937e+00 -1.506801e+01 6.393285e+01
5.130172e+00 -1.519206e+01 6.266988e+01
5.025145e+00 -1.547935e+01 6.137917e+01
4.802232e+00 -1.565806e+01 6.013272e+01
4.326024e+00 -1.556716e+01 5.894945e+01
3.329402e+00 -1.496857e+01 5.788659e+01
2.206553e+00 -1.403600e+01 5.729443e+01
1.007880e+00 -1.314906e+01 5.678658e+01
5.907780e+00 8.559130e+00 7.090530e+01
5.373001e+00 1.014317e+01 7.008347e+01
4.799709e+00 1.173764e+01 6.930932e+01
3.559352e+00 1.258463e+01 6.820728e+01
1.554736e+00 1.215823e+01 6.749088e+01
-1.600164e-01 1.100155e+01 6.815073e+01
-9.930860e-01 9.508059e+00 6.948827e+01
2.699972e+00 4.388821e+00 4.779014e+01
2.521219e+00 6.311214e+00 4.825787e+01
1.941321e+00 8.177412e+00 4.861463e+01
1.125578e+00 9.530507e+00 4.981879e+01
-7.035807e-01 9.640943e+00 5.088520e+01
-2.421001e+00 8.397776e+00 5.089787e+01
-3.648511e+00 6.684964e+00 5.066388e+01
-6.535196e+00 8.768456e+00 6.730775e+01
-7.091451e+00 1.156677e+01 6.737764e+01
-7.131329e+00 1.438506e+01 6.692522e+01
-7.108213e+00 1.715993e+01 6.626209e+01
-6.354255e+00 1.908779e+01 6.503787e+01
-5.046194e+00 2.090355e+01 6.415666e+01
-4.739959e+00 2.232236e+01 6.223905e+01
-8.844188e+00 6.762677e+00 5.435695e+01
-9.345910e+00 9.437868e+00 5.376234e+01
-9.159200e+00 1.221382e+01 5.361046e+01
-9.155828e+00 1.497429e+01 5.323552e+01
-8.232183e+00 1.748699e+01 5.334075e+01
-7.992145e+00 2.017713e+01 5.350222e+01
-5.654263e+00 2.106352e+01 5.450043e+01
4.614289e+00 6.224569e+00 7.207573e+01
8.183161e+00 7.980526e+00 6.806520e+01
9.840531e+00 9.357926e+00 6.281597e+01
1.239980e+01 9.698690e+00 5.775914e+01
8.614909e+00 8.011682e+00 5.361512e+01
5.572001e+00 5.007171e+00 4.960652e+01
9.321450e-01 2.159377e+00 4.752956e+01

'#324 Gtth_F_X_NHMZ_11533
-5.070392e-01 -9.896889e+00 5.966863e+01
-1.922700e+00 -1.009925e+01 5.563576e+01
-1.230635e+00 3.580590e+00 5.875802e+01
-1.846664e+00 3.567283e+00 5.761861e+01
-1.012931e+01 -3.484508e+01 5.644400e+01
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
-1.422017e+01 -2.792211e+01 5.994207e+01
NA NA NA
NA NA NA
-1.350399e+01 -2.571686e+01 5.906303e+01
-1.367944e+01 -2.187780e+01 5.906262e+01
NA NA NA
NA NA NA
NA NA NA
NA NA NA
-7.009315e+00 -1.507832e+01 5.536396e+01
-6.238423e+00 -1.569086e+01 5.661000e+01
1.752324e+00 -2.511933e+00 5.895638e+01
8.031250e-01 -6.100218e+00 5.888548e+01
7.630318e-01 -6.103314e+00 5.805276e+01
8.439630e-01 -6.079373e+00 5.734310e+01
2.284908e-01 -6.438914e+00 5.656704e+01
-1.317081e-01 -6.271519e+00 5.591600e+01
7.165829e-01 -2.685327e+00 5.548845e+01
-5.843194e+00 1.012520e+00 6.345563e+01
-8.133679e+00 9.446220e-01 5.619142e+01
-4.524885e+00 3.269122e+00 6.189318e+01
-5.594626e+00 3.574106e+00 5.706764e+01
7.742264e-01 6.476776e+00 6.827750e+01
-4.975053e+00 6.668054e+00 4.852801e+01
7.208746e+00 1.230707e+01 6.057318e+01
4.376725e+00 1.259888e+01 5.120705e+01
4.171072e+00 1.068573e+01 6.120301e+01
4.466640e-01 1.217399e+01 5.048077e+01
6.148801e+00 1.416076e+01 5.592899e+01
4.009718e+00 1.843550e+01 5.668309e+01
-1.536387e+01 -2.163794e+01 6.121198e+01
-1.532709e+01 -1.497332e+01 6.155816e+01
-1.660739e+01 -8.430340e+00 6.185620e+01
-1.723624e+01 -1.791288e+00 6.211351e+01
-1.559850e+01 3.060553e+00 6.201656e+01
-1.427277e+01 8.007574e+00 6.197543e+01
-1.317460e+01 1.300719e+01 6.180361e+01
-1.038684e+01 1.661537e+01 6.104555e+01
-6.771187e+00 1.926212e+01 5.991130e+01
-4.206327e+00 2.297706e+01 5.891877e+01
-4.133672e+00 2.086325e+00 7.210696e+01
-5.654518e+00 4.865763e+00 7.086240e+01
-7.432952e+00 7.510226e+00 6.966609e+01
-9.399514e+00 1.027559e+01 6.939645e+01
-1.213617e+01 1.337672e+01 6.863773e+01
-1.501271e+01 1.637440e+01 6.928738e+01
-1.769065e+01 1.960774e+01 6.952386e+01
-1.553868e+01 1.748423e+01 6.696001e+01
-1.281223e+01 1.548018e+01 6.489499e+01
-1.317460e+01 1.300719e+01 6.180361e+01
-1.451410e+01 1.561405e+01 5.896344e+01
-1.752645e+01 1.829330e+01 5.836364e+01
-2.052667e+01 2.100903e+01 5.787645e+01
-1.848744e+01 1.750929e+01 5.610749e+01
-1.576840e+01 1.412337e+01 5.528405e+01
-1.390080e+01 1.069778e+01 5.320729e+01
-1.251075e+01 7.758572e+00 5.179863e+01
-1.166600e+01 5.069826e+00 4.965097e+01
-1.103811e+01 2.171432e+00 4.771164e+01
-4.911369e-01 1.964949e+01 6.389783e+01
-1.061728e+00 2.111366e+01 6.364877e+01
-1.784325e+00 2.242702e+01 6.311552e+01
-2.620394e+00 2.328570e+01 6.206907e+01
-3.157089e+00 2.326473e+01 6.098674e+01
-3.732404e+00 2.319404e+01 5.992659e+01
-4.206327e+00 2.297706e+01 5.891877e+01
-4.538192e+00 2.304210e+01 5.751659e+01
-4.761667e+00 2.300799e+01 5.618697e+01
-4.753074e+00 2.256674e+01 5.491258e+01
-4.587584e+00 2.185063e+01 5.413615e+01
-4.285076e+00 2.092213e+01 5.370086e+01
-3.987630e+00 2.000893e+01 5.323106e+01
-6.284934e+00 -1.384791e-01 7.207933e+01
-6.700957e+00 -1.982275e+00 7.137585e+01
-6.967360e+00 -3.698139e+00 7.035027e+01
-6.466669e+00 -4.745106e+00 6.870085e+01
-4.750420e+00 -4.935115e+00 6.749427e+01
-2.791409e+00 -4.161342e+00 6.751735e+01
-1.214466e+00 -2.865859e+00 6.803905e+01
-1.305610e+01 9.670544e-02 4.879548e+01
-1.295598e+01 -1.603481e+00 4.973290e+01
-1.244851e+01 -3.335793e+00 5.045460e+01
-1.126670e+01 -4.355492e+00 5.161346e+01
-9.218981e+00 -4.641805e+00 5.182640e+01
-7.530922e+00 -4.009911e+00 5.079109e+01
-6.499162e+00 -2.674118e+00 4.957797e+01
3.938751e+00 -3.403142e+00 6.290601e+01
3.642527e+00 -6.171126e+00 6.279827e+01
2.275933e+00 -9.163984e+00 6.324601e+01
2.486320e+00 -1.194024e+01 6.384224e+01
1.103021e+00 -1.360046e+01 6.357983e+01
6.584043e-02 -1.539604e+01 6.291744e+01
-1.421542e+00 -1.676514e+01 6.210985e+01
3.140801e-01 -3.412223e+00 5.083787e+01
1.734406e+00 -6.270483e+00 5.122524e+01
-4.811869e-01 -8.564847e+00 5.082158e+01
-1.034868e+00 -1.168463e+01 5.027649e+01
-1.849819e+00 -1.379214e+01 5.139714e+01
-2.506727e+00 -1.620495e+01 5.182845e+01
-3.811346e+00 -1.666324e+01 5.394854e+01
-4.133672e+00 2.086325e+00 7.210696e+01
-9.648294e+00 3.723194e-01 7.063786e+01
-1.332103e+01 -1.220293e+00 6.638609e+01
-1.723624e+01 -1.791288e+00 6.211351e+01
-1.573139e+01 -1.171896e+00 5.673915e+01
-1.492233e+01 5.099493e-01 5.145324e+01
-1.103811e+01 2.171432e+00 4.771164e+01

'#325 Gtth_M_B_NHMZ_11644
-1.545269e+01 7.854463e+00 6.326030e+01
-1.632056e+01 7.431238e+00 6.001252e+01
-1.477195e+01 -5.652205e+00 6.280714e+01
-1.521385e+01 -5.955346e+00 6.137542e+01
-1.364772e+01 3.476441e+01 6.018075e+01
-1.382570e+01 3.451118e+01 5.928721e+01
-1.345308e+01 3.194140e+01 6.095402e+01
-1.240992e+01 2.336334e+01 6.151816e+01
-1.387338e+01 3.216639e+01 5.896155e+01
-1.292850e+01 2.303098e+01 5.892322e+01
-1.253081e+01 1.795383e+01 6.051133e+01
-7.831216e+00 2.336073e+01 6.046429e+01
-8.425001e+00 2.259190e+01 5.794110e+01
-7.749251e+00 2.224552e+01 6.105178e+01
-6.981832e+00 1.840514e+01 6.167750e+01
-8.737521e+00 2.215705e+01 5.719602e+01
-7.979543e+00 1.853702e+01 5.686788e+01
-1.261049e+01 2.715843e+01 6.220390e+01
-1.349247e+01 2.775728e+01 5.800206e+01
-1.266508e+01 1.328635e+01 6.418295e+01
-1.270028e+01 1.338077e+01 6.323818e+01
-1.388162e+01 1.320103e+01 5.768981e+01
-1.415962e+01 1.354201e+01 5.875259e+01
-1.672828e+01 -1.375183e-01 6.412619e+01
-1.623016e+01 3.344254e+00 6.318729e+01
-1.593406e+01 2.484551e+00 6.262822e+01
-1.672934e+01 2.308367e+00 6.216282e+01
-1.685525e+01 2.155170e+00 6.165874e+01
-1.687163e+01 3.237103e+00 6.098162e+01
-1.754053e+01 -1.715206e-01 6.060432e+01
-8.885231e+00 -2.042627e+00 6.443005e+01
-1.051679e+01 -2.561251e+00 5.699868e+01
-1.016296e+01 -4.396470e+00 6.369752e+01
-1.130138e+01 -4.524691e+00 5.847111e+01
-1.002689e+01 -8.281217e+00 7.096480e+01
-1.444128e+01 -8.353192e+00 5.192887e+01
-1.759189e+01 -1.477245e+01 6.747139e+01
-1.938458e+01 -1.529909e+01 5.829032e+01
-1.418383e+01 -1.367083e+01 6.864782e+01
-1.686255e+01 -1.401064e+01 5.610746e+01
-1.927634e+01 -1.739979e+01 6.319577e+01
-1.575970e+01 -2.013925e+01 6.247457e+01
-5.934838e+00 1.883528e+01 5.905550e+01
-4.795535e+00 1.351826e+01 5.888929e+01
-2.711863e+00 8.506059e+00 5.852372e+01
-6.289062e-01 3.490599e+00 5.820129e+01
-9.827439e-01 -1.528314e+00 5.870300e+01
-1.027722e+00 -6.561451e+00 5.918328e+01
-6.628082e-01 -1.160439e+01 5.922269e+01
-2.936206e+00 -1.533681e+01 5.999876e+01
-5.588777e+00 -1.884654e+01 6.058787e+01
-6.880469e+00 -2.308610e+01 6.083101e+01
-5.060922e+00 -3.120761e+00 7.202867e+01
-3.495269e+00 -5.566583e+00 6.948959e+01
-1.459543e+00 -8.142214e+00 6.746413e+01
1.167203e+00 -1.080190e+01 6.651198e+01
4.276872e+00 -1.325262e+01 6.492601e+01
7.778441e+00 -1.564012e+01 6.444657e+01
1.077365e+01 -1.824407e+01 6.288484e+01
6.544909e+00 -1.624187e+01 6.236909e+01
2.280365e+00 -1.443675e+01 6.152504e+01
-6.628082e-01 -1.160439e+01 5.922269e+01
1.601638e+00 -1.351237e+01 5.550713e+01
4.848194e+00 -1.617585e+01 5.340269e+01
8.285699e+00 -1.859242e+01 5.130334e+01
4.524047e+00 -1.595358e+01 5.070878e+01
6.379560e-01 -1.363964e+01 5.171461e+01
-3.236114e+00 -1.110849e+01 5.148480e+01
-6.165293e+00 -8.690490e+00 5.151143e+01
-8.983490e+00 -6.478951e+00 5.024874e+01
-1.162474e+01 -4.058646e+00 4.898638e+01
-8.772593e+00 -1.887727e+01 6.712416e+01
-7.673656e+00 -2.056326e+01 6.675182e+01
-6.586735e+00 -2.212648e+01 6.600077e+01
-6.255657e+00 -2.310816e+01 6.423574e+01
-6.392742e+00 -2.328436e+01 6.308794e+01
-6.659831e+00 -2.319478e+01 6.195310e+01
-6.880469e+00 -2.308610e+01 6.083101e+01
-7.191835e+00 -2.331494e+01 5.947949e+01
-7.496568e+00 -2.351442e+01 5.815366e+01
-8.028521e+00 -2.335300e+01 5.689606e+01
-9.081941e+00 -2.245830e+01 5.582439e+01
-1.018455e+01 -2.111054e+01 5.566135e+01
-1.118637e+01 -1.968065e+01 5.576345e+01
-4.064030e+00 -5.750877e-01 7.104069e+01
-4.394988e+00 1.229842e+00 7.076091e+01
-5.032525e+00 2.715743e+00 6.984920e+01
-6.375992e+00 3.783503e+00 6.914174e+01
-8.539985e+00 2.847228e+00 6.762869e+01
-1.063963e+01 1.044397e+00 6.806075e+01
-1.047607e+01 5.682762e-01 7.081699e+01
-9.592730e+00 -1.778357e+00 4.919346e+01
-9.723640e+00 1.757559e-02 4.973603e+01
-1.000112e+01 1.774413e+00 5.034706e+01
-1.057644e+01 3.011896e+00 5.164110e+01
-1.224748e+01 2.899620e+00 5.257813e+01
-1.386449e+01 1.958971e+00 5.300617e+01
-1.493392e+01 6.199716e-01 5.214223e+01
-1.592694e+01 6.095459e-01 6.850697e+01
-1.596279e+01 2.801862e+00 6.804884e+01
-1.772962e+01 4.840723e+00 6.865563e+01
-1.675620e+01 6.972753e+00 6.781490e+01
-1.793618e+01 9.031571e+00 6.660418e+01
-1.667990e+01 1.103460e+01 6.562323e+01
-1.517030e+01 1.304543e+01 6.477617e+01
-1.906644e+01 -7.826500e-02 5.672463e+01
-2.060682e+01 1.902807e+00 5.639954e+01
-2.050801e+01 4.421684e+00 5.618339e+01
-1.954482e+01 6.755587e+00 5.635804e+01
-1.914606e+01 9.116068e+00 5.669639e+01
-1.866943e+01 1.143736e+01 5.717548e+01
-1.671730e+01 1.272175e+01 5.779585e+01
-5.060922e+00 -3.120761e+00 7.202867e+01
-2.055752e+00 -1.236912e-01 6.846675e+01
-1.795237e+00 2.222034e+00 6.341182e+01
-6.289062e-01 3.490599e+00 5.820129e+01
-4.388802e+00 1.895486e+00 5.411420e+01
-6.958741e+00 -7.920921e-01 4.975431e+01
-1.162474e+01 -4.058646e+00 4.898638e+01

'#326 Gtth_M_B_NHMZ_22959
-4.390798e+00 6.701710e+00 6.369975e+01
-6.102323e+00 7.283212e+00 6.071798e+01
-6.395648e+00 -5.488378e+00 6.298299e+01
-7.276599e+00 -5.592417e+00 6.154288e+01
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
1.004292e+00 1.275842e+01 6.268217e+01
-9.725104e-02 1.322002e+01 6.175200e+01
-2.891135e+00 1.291999e+01 5.680151e+01
-2.554233e+00 1.323755e+01 5.812804e+01
-7.325816e+00 4.168453e-01 6.488929e+01
-6.076684e+00 3.926228e+00 6.377831e+01
-6.908772e+00 2.958399e+00 6.331763e+01
-6.924619e+00 3.122857e+00 6.297853e+01
-7.081427e+00 3.183403e+00 6.263028e+01
-7.386250e+00 4.061450e+00 6.173919e+01
NA NA NA
2.963379e-01 -3.028265e+00 6.284753e+01
NA NA NA
-2.392296e+00 -4.658692e+00 6.247449e+01
NA NA NA
-8.905197e-01 -8.181971e+00 6.998572e+01
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
6.546468e+00 -5.996567e-01 5.435896e+01
4.982959e+00 -5.193765e+00 5.506441e+01
4.014419e+00 -9.988776e+00 5.540750e+01
2.765791e+00 -1.471147e+01 5.583815e+01
1.049904e+00 -1.674611e+01 5.673306e+01
-1.174940e+00 -1.780268e+01 5.808196e+01
-2.875351e+00 -1.998858e+01 5.854620e+01
5.223977e+00 -4.910628e+00 6.875800e+01
5.262176e+00 -7.428307e+00 6.639128e+01
5.688111e+00 -9.990447e+00 6.411173e+01
7.222110e+00 -1.268034e+01 6.257786e+01
9.180441e+00 -1.612221e+01 6.028588e+01
1.212821e+01 -1.930266e+01 5.882641e+01
1.419796e+01 -2.238742e+01 5.615488e+01
1.023405e+01 -1.991408e+01 5.704053e+01
6.256532e+00 -1.737559e+01 5.763134e+01
2.765791e+00 -1.471147e+01 5.583815e+01
3.282846e+00 -1.569172e+01 5.167167e+01
4.590501e+00 -1.882948e+01 4.904159e+01
6.384587e+00 -2.173205e+01 4.642803e+01
4.107719e+00 -1.846873e+01 4.642739e+01
1.713369e+00 -1.566618e+01 4.792642e+01
-9.256315e-01 -1.285088e+01 4.889807e+01
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
-2.875351e+00 -1.998858e+01 5.854620e+01
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
6.364355e+00 -3.013744e+00 6.740782e+01
5.902862e+00 -1.181309e+00 6.652216e+01
5.428392e+00 4.226698e-01 6.529628e+01
4.390141e+00 1.875737e+00 6.565452e+01
2.385643e+00 2.220427e+00 6.627814e+01
9.723269e-01 1.393616e+00 6.763643e+01
7.918549e-01 -1.168228e-01 6.912364e+01
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
NA NA NA
-5.123199e+00 5.073005e-01 6.863167e+01
-5.476424e+00 3.158916e+00 6.964909e+01
-4.824905e+00 5.934288e+00 6.939622e+01
-4.291038e+00 8.564829e+00 6.840285e+01
-3.706839e+00 1.048952e+01 6.760230e+01
-2.934336e+00 1.215019e+01 6.644804e+01
-2.294438e+00 1.328317e+01 6.471783e+01
-1.141819e+01 2.622987e+00 5.868898e+01
-1.132321e+01 4.463723e+00 5.762182e+01
-1.105405e+01 6.539579e+00 5.801504e+01
-1.033889e+01 8.531110e+00 5.825716e+01
-9.230958e+00 1.044539e+01 5.793144e+01
-7.747468e+00 1.211396e+01 5.804819e+01
-5.871012e+00 1.327167e+01 5.841759e+01
5.223977e+00 -4.910628e+00 6.875800e+01
7.508119e+00 -3.055790e+00 6.438266e+01
6.998547e+00 -1.280079e+00 5.950638e+01
6.546468e+00 -5.996567e-01 5.435896e+01
2.243498e+00 -1.328415e+00 5.166265e+01
-1.776666e+00 -3.367128e+00 4.924483e+01
-6.487901e+00 -5.374955e+00 4.903983e+01

'#327 Gtth_M_D_NHMUK_ZD_1907_2_4_15
-1.372026e+01 1.153231e+00 6.123912e+01
-1.433331e+01 1.368793e+00 5.671785e+01
-1.180180e+01 -1.342250e+01 5.898771e+01
-1.212370e+01 -1.370267e+01 5.753306e+01
-1.146832e+01 3.345989e+01 5.901313e+01
NA NA NA
-1.059439e+01 3.032576e+01 6.010897e+01
NA NA NA
NA NA NA
NA NA NA
-1.028492e+01 1.321030e+01 5.839305e+01
NA NA NA
NA NA NA
-3.191579e+00 1.885478e+01 5.946129e+01
-2.450874e+00 1.490185e+01 5.956071e+01
NA NA NA
-3.239714e+00 1.495675e+01 5.461906e+01
-9.820326e+00 2.658167e+01 6.058367e+01
NA NA NA
-9.129469e+00 8.428612e+00 6.204921e+01
-1.028182e+01 8.659415e+00 6.017720e+01
-1.077663e+01 8.245194e+00 5.443890e+01
-1.098708e+01 8.402637e+00 5.620662e+01
-1.447316e+01 -7.760856e+00 6.090293e+01
-1.485183e+01 -3.172866e+00 6.041516e+01
-1.511573e+01 -3.867562e+00 5.959834e+01
-1.500675e+01 -3.673814e+00 5.914526e+01
-1.519900e+01 -3.706963e+00 5.870201e+01
-1.523142e+01 -2.993745e+00 5.777840e+01
-1.505175e+01 -8.153704e+00 5.702369e+01
-5.955559e+00 -8.757597e+00 6.147936e+01
-7.259084e+00 -9.084723e+00 5.263545e+01
-7.294202e+00 -1.106601e+01 6.054150e+01
-8.444151e+00 -1.114248e+01 5.337734e+01
-7.732391e+00 -1.479548e+01 6.886095e+01
-1.243422e+01 -1.509974e+01 4.698024e+01
-1.534041e+01 -2.405079e+01 6.441393e+01
-1.752995e+01 -2.380839e+01 5.556451e+01
-1.174758e+01 -2.210296e+01 6.596790e+01
-1.470623e+01 -2.235263e+01 5.199099e+01
-1.620892e+01 -2.641125e+01 5.988004e+01
-1.275852e+01 -2.990221e+01 5.899922e+01
-7.187859e-01 1.568716e+01 5.683360e+01
1.153041e+00 8.837748e+00 5.623136e+01
4.276960e+00 2.465035e+00 5.558991e+01
6.382266e+00 -4.327343e+00 5.512888e+01
5.149896e+00 -9.486673e+00 5.525966e+01
5.731399e+00 -1.476066e+01 5.522150e+01
5.858635e+00 -2.006325e+01 5.507597e+01
3.367540e+00 -2.412880e+01 5.572875e+01
-2.565733e-01 -2.714082e+01 5.670621e+01
-2.041286e+00 -3.160778e+01 5.685276e+01
-1.811906e+00 -1.016813e+01 7.031783e+01
1.906391e-01 -1.244932e+01 6.817671e+01
2.438925e+00 -1.468386e+01 6.624034e+01
5.224283e+00 -1.707853e+01 6.568871e+01
1.014426e+01 -2.102065e+01 6.385823e+01
1.559643e+01 -2.446053e+01 6.261881e+01
1.941114e+01 -2.922824e+01 6.020750e+01
1.463887e+01 -2.590426e+01 5.923375e+01
9.780888e+00 -2.262356e+01 5.859643e+01
5.858635e+00 -2.006325e+01 5.507597e+01
6.960323e+00 -2.310953e+01 5.013897e+01
1.068162e+01 -2.673028e+01 4.735994e+01
1.457776e+01 -2.984662e+01 4.423111e+01
9.365126e+00 -2.656965e+01 4.407835e+01
4.981733e+00 -2.238955e+01 4.519479e+01
9.678707e-01 -1.772008e+01 4.532754e+01
-2.049451e+00 -1.511348e+01 4.574073e+01
-4.856294e+00 -1.246479e+01 4.465592e+01
-7.613616e+00 -9.866488e+00 4.334586e+01
-5.031435e+00 -2.786044e+01 6.433550e+01
-4.113922e+00 -2.983825e+01 6.345441e+01
-2.940755e+00 -3.169115e+01 6.260582e+01
-1.955388e+00 -3.242065e+01 6.059918e+01
-1.809446e+00 -3.227973e+01 5.933233e+01
-1.790295e+00 -3.188173e+01 5.811282e+01
-2.041286e+00 -3.160778e+01 5.685276e+01
-2.709015e+00 -3.192454e+01 5.526740e+01
-3.470033e+00 -3.250405e+01 5.376289e+01
-4.643929e+00 -3.246033e+01 5.242177e+01
-6.008379e+00 -3.092376e+01 5.184658e+01
-5.940857e+00 -2.878012e+01 5.185826e+01
-8.009418e+00 -2.876108e+01 5.136259e+01
-5.332588e-01 -7.041935e+00 6.927682e+01
-1.098505e+00 -5.155656e+00 6.871049e+01
-1.659564e+00 -3.304197e+00 6.803570e+01
-3.082292e+00 -2.341417e+00 6.691901e+01
-5.505067e+00 -3.470578e+00 6.646608e+01
-7.470945e+00 -5.333688e+00 6.658154e+01
-7.589417e+00 -6.618793e+00 6.896577e+01
-5.933297e+00 -8.044477e+00 4.338040e+01
-5.834510e+00 -5.954055e+00 4.435305e+01
-6.133245e+00 -3.974070e+00 4.550014e+01
-6.876301e+00 -2.689745e+00 4.726772e+01
-8.780894e+00 -2.890181e+00 4.821407e+01
-1.062381e+01 -3.961949e+00 4.834917e+01
-1.186498e+01 -5.516566e+00 4.757072e+01
-1.485363e+01 -6.242478e+00 6.606325e+01
